model_name,test_accuracy,test_precision,test_recall,test_f1
dense15_dense15_dense5,0.7941176470588235,0.7692307692307693,0.7142857142857143,0.7407407407407408
dense15_dense15_dense10,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense15_dense15_dense15,0.7058823529411765,0.6,0.8571428571428571,0.7058823529411764
dense15_dense15_dense20,0.7352941176470589,0.6470588235294118,0.7857142857142857,0.7096774193548386
dense15_dense20_dense5,0.6764705882352942,0.6,0.6428571428571429,0.6206896551724138
dense15_dense20_dense10,0.7941176470588235,0.7692307692307693,0.7142857142857143,0.7407407407407408
dense15_dense20_dense15,0.8235294117647058,0.8333333333333334,0.7142857142857143,0.7692307692307692
dense15_dense20_dense20,0.8235294117647058,0.7857142857142857,0.7857142857142857,0.7857142857142857
dense20_dense5_dense5,0.47058823529411764,0.4090909090909091,0.6428571428571429,0.5000000000000001
dense20_dense5_dense10,0.6764705882352942,0.5714285714285714,0.8571428571428571,0.6857142857142857
dense20_dense5_dense15,0.6470588235294118,0.5625,0.6428571428571429,0.6000000000000001
dense20_dense5_dense20,0.6764705882352942,0.5882352941176471,0.7142857142857143,0.6451612903225806
dense20_dense10_dense5,0.7058823529411765,0.7,0.5,0.5833333333333334
dense20_dense10_dense10,0.7352941176470589,0.6923076923076923,0.6428571428571429,0.6666666666666666
dense20_dense10_dense15,0.6470588235294118,0.5555555555555556,0.7142857142857143,0.6250000000000001
dense20_dense10_dense20,0.7647058823529411,0.6875,0.7857142857142857,0.7333333333333334
dense20_dense15_dense5,0.7941176470588235,0.6842105263157895,0.9285714285714286,0.7878787878787878
dense20_dense15_dense10,0.7647058823529411,0.6666666666666666,0.8571428571428571,0.75
dense20_dense15_dense15,0.7647058823529411,0.75,0.6428571428571429,0.6923076923076924
dense20_dense15_dense20,0.7647058823529411,0.75,0.6428571428571429,0.6923076923076924
dense20_dense20_dense5,0.8235294117647058,0.7222222222222222,0.9285714285714286,0.8125000000000001
dense20_dense20_dense10,0.7647058823529411,0.7142857142857143,0.7142857142857143,0.7142857142857143
dense20_dense20_dense15,0.7647058823529411,0.6666666666666666,0.8571428571428571,0.75
dense20_dense20_dense20,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
