model_name,test_accuracy,test_precision,test_recall,test_f1
dense15_dense5_dense25,0.7058823529411765,0.6111111111111112,0.7857142857142857,0.6875000000000001
dense15_dense10_dense5,0.7352941176470589,0.631578947368421,0.8571428571428571,0.7272727272727273
dense15_dense10_dense10,0.7647058823529411,0.6875,0.7857142857142857,0.7333333333333334
dense15_dense10_dense15,0.6176470588235294,0.52,0.9285714285714286,0.6666666666666666
dense15_dense10_dense20,0.7058823529411765,0.6111111111111112,0.7857142857142857,0.6875000000000001
dense15_dense10_dense25,0.6176470588235294,0.5238095238095238,0.7857142857142857,0.6285714285714286
dense15_dense15_dense5,0.8235294117647058,0.75,0.8571428571428571,0.7999999999999999
dense15_dense15_dense10,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense15_dense15_dense15,0.8235294117647058,0.7,1.0,0.8235294117647058
dense15_dense15_dense20,0.7647058823529411,0.6875,0.7857142857142857,0.7333333333333334
dense15_dense15_dense25,0.8235294117647058,0.9,0.6428571428571429,0.75
dense15_dense20_dense5,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense15_dense20_dense10,0.7647058823529411,0.6875,0.7857142857142857,0.7333333333333334
dense15_dense20_dense15,0.7352941176470589,0.6470588235294118,0.7857142857142857,0.7096774193548386
dense15_dense20_dense20,0.7647058823529411,0.65,0.9285714285714286,0.7647058823529412
dense15_dense20_dense25,0.8529411764705882,0.7647058823529411,0.9285714285714286,0.8387096774193549
dense15_dense25_dense5,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense15_dense25_dense10,0.6764705882352942,0.5789473684210527,0.7857142857142857,0.6666666666666667
dense15_dense25_dense15,0.7352941176470589,0.6666666666666666,0.7142857142857143,0.689655172413793
dense15_dense25_dense20,0.7941176470588235,0.7333333333333333,0.7857142857142857,0.7586206896551724
dense15_dense25_dense25,0.7058823529411765,0.625,0.7142857142857143,0.6666666666666666
dense20_dense5_dense5,0.7058823529411765,0.5833333333333334,1.0,0.7368421052631579
dense20_dense5_dense10,0.7352941176470589,0.6923076923076923,0.6428571428571429,0.6666666666666666
dense20_dense5_dense15,0.7058823529411765,0.5909090909090909,0.9285714285714286,0.7222222222222223
dense20_dense5_dense20,0.7941176470588235,0.8181818181818182,0.6428571428571429,0.7200000000000001
dense20_dense5_dense25,0.4117647058823529,0.4117647058823529,1.0,0.5833333333333334
dense20_dense10_dense5,0.7647058823529411,0.6666666666666666,0.8571428571428571,0.75
dense20_dense10_dense10,0.6764705882352942,0.5789473684210527,0.7857142857142857,0.6666666666666667
dense20_dense10_dense15,0.7058823529411765,0.6,0.8571428571428571,0.7058823529411764
dense20_dense10_dense20,0.7352941176470589,0.6923076923076923,0.6428571428571429,0.6666666666666666
dense20_dense10_dense25,0.8235294117647058,0.7857142857142857,0.7857142857142857,0.7857142857142857
dense20_dense15_dense5,0.7647058823529411,0.7142857142857143,0.7142857142857143,0.7142857142857143
dense20_dense15_dense10,0.7647058823529411,0.6666666666666666,0.8571428571428571,0.75
dense20_dense15_dense15,0.6764705882352942,0.6,0.6428571428571429,0.6206896551724138
dense20_dense15_dense20,0.7352941176470589,0.6666666666666666,0.7142857142857143,0.689655172413793
dense20_dense15_dense25,0.7058823529411765,0.6111111111111112,0.7857142857142857,0.6875000000000001
dense20_dense20_dense5,0.6176470588235294,0.52,0.9285714285714286,0.6666666666666666
dense20_dense20_dense10,0.5882352941176471,0.5,1.0,0.6666666666666666
dense20_dense20_dense15,0.7941176470588235,0.7333333333333333,0.7857142857142857,0.7586206896551724
dense20_dense20_dense20,0.7352941176470589,0.6190476190476191,0.9285714285714286,0.742857142857143
dense20_dense20_dense25,0.6764705882352942,0.6,0.6428571428571429,0.6206896551724138
dense20_dense25_dense5,0.6176470588235294,0.5454545454545454,0.42857142857142855,0.4799999999999999
dense20_dense25_dense10,0.7941176470588235,0.6842105263157895,0.9285714285714286,0.7878787878787878
dense20_dense25_dense15,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense20_dense25_dense20,0.7941176470588235,0.6842105263157895,0.9285714285714286,0.7878787878787878
dense20_dense25_dense25,0.7941176470588235,0.7333333333333333,0.7857142857142857,0.7586206896551724
dense25_dense5_dense5,0.7058823529411765,0.625,0.7142857142857143,0.6666666666666666
dense25_dense5_dense10,0.6470588235294118,0.5454545454545454,0.8571428571428571,0.6666666666666665
dense25_dense5_dense15,0.6764705882352942,0.5789473684210527,0.7857142857142857,0.6666666666666667
dense25_dense5_dense20,0.7352941176470589,0.6470588235294118,0.7857142857142857,0.7096774193548386
dense25_dense5_dense25,0.7352941176470589,0.6666666666666666,0.7142857142857143,0.689655172413793
dense25_dense10_dense5,0.6470588235294118,0.5384615384615384,1.0,0.7000000000000001
dense25_dense10_dense10,0.8235294117647058,0.75,0.8571428571428571,0.7999999999999999
dense25_dense10_dense15,0.7647058823529411,0.6666666666666666,0.8571428571428571,0.75
dense25_dense10_dense20,0.6764705882352942,0.5882352941176471,0.7142857142857143,0.6451612903225806
dense25_dense10_dense25,0.6764705882352942,0.6,0.6428571428571429,0.6206896551724138
dense25_dense15_dense5,0.7058823529411765,0.6111111111111112,0.7857142857142857,0.6875000000000001
dense25_dense15_dense10,0.7352941176470589,0.631578947368421,0.8571428571428571,0.7272727272727273
dense25_dense15_dense15,0.6764705882352942,0.5882352941176471,0.7142857142857143,0.6451612903225806
dense25_dense15_dense20,0.7647058823529411,0.6666666666666666,0.8571428571428571,0.75
dense25_dense15_dense25,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense25_dense20_dense5,0.7058823529411765,0.6428571428571429,0.6428571428571429,0.6428571428571429
dense25_dense20_dense10,0.7941176470588235,0.7058823529411765,0.8571428571428571,0.7741935483870968
dense25_dense20_dense15,0.8529411764705882,0.8,0.8571428571428571,0.8275862068965518
dense25_dense20_dense20,0.7647058823529411,0.6875,0.7857142857142857,0.7333333333333334
dense25_dense20_dense25,0.7058823529411765,0.6,0.8571428571428571,0.7058823529411764
dense25_dense25_dense5,0.8529411764705882,0.8,0.8571428571428571,0.8275862068965518
dense25_dense25_dense10,0.7058823529411765,0.6111111111111112,0.7857142857142857,0.6875000000000001
dense25_dense25_dense15,0.7941176470588235,0.6842105263157895,0.9285714285714286,0.7878787878787878
dense25_dense25_dense20,0.8529411764705882,0.7647058823529411,0.9285714285714286,0.8387096774193549
dense25_dense25_dense25,0.8529411764705882,0.8,0.8571428571428571,0.8275862068965518
